Timestamp,province,dayrate
4/6/2015 20:20:31,KwaZulu-Natal,170
4/6/2015 20:20:31,Western Cape,250
4/6/2015 20:20:36,Gauteng,200
4/6/2015 20:20:38,Gauteng,120
4/6/2015 20:20:40,Gauteng,60
4/6/2015 20:20:42,Gauteng,190
4/6/2015 20:20:44,North West,100
4/6/2015 20:20:45,Gauteng,220
4/6/2015 20:20:50,Gauteng,100
4/6/2015 20:20:50,Gauteng,175
4/6/2015 20:20:58,Gauteng,190
4/6/2015 20:20:58,Gauteng,2000
4/6/2015 20:21:00,Western Cape,220
4/6/2015 20:21:01,Mpumalanga,80
4/6/2015 20:21:02,Gauteng,280
4/6/2015 20:21:06,KwaZulu-Natal,130
4/6/2015 20:21:08,Western Cape,270
4/6/2015 20:21:11,Western Cape,150
4/6/2015 20:21:11,Gauteng,100
4/6/2015 20:21:11,Gauteng,150
4/6/2015 20:21:14,KwaZulu-Natal,130
4/6/2015 20:21:17,Gauteng,350
4/6/2015 20:21:17,Eastern Cape,120
4/6/2015 20:21:17,Gauteng,150
4/6/2015 20:21:24,Gauteng,140
4/6/2015 20:21:25,Western Cape,180
4/6/2015 20:21:26,Gauteng,166
4/6/2015 20:21:28,Gauteng,207
4/6/2015 20:21:29,KwaZulu-Natal,50
4/6/2015 20:21:30,Gauteng,150
4/6/2015 20:21:33,Gauteng,180
4/6/2015 20:21:41,KwaZulu-Natal,160
4/6/2015 20:21:41,KwaZulu-Natal,167
4/6/2015 20:21:42,Western Cape,170
4/6/2015 20:21:42,Gauteng,180
4/6/2015 20:21:43,Gauteng,111
4/6/2015 20:21:44,Gauteng,150
4/6/2015 20:21:45,Gauteng,180
4/6/2015 20:21:45,Gauteng,70
4/6/2015 20:21:47,Gauteng,165
4/6/2015 20:21:47,Gauteng,175
4/6/2015 20:21:47,Gauteng,100
4/6/2015 20:21:50,North West,120
4/6/2015 20:21:51,Western Cape,230
4/6/2015 20:21:51,Gauteng,160
4/6/2015 20:21:52,Gauteng,150
4/6/2015 20:21:53,KwaZulu-Natal,100
4/6/2015 20:21:53,Gauteng,180
4/6/2015 20:21:57,Gauteng,200
4/6/2015 20:21:59,Gauteng,165
4/6/2015 20:21:59,Western Cape,220
4/6/2015 20:22:00,Eastern Cape,160
4/6/2015 20:22:01,Gauteng,180
4/6/2015 20:22:01,Limpopo,120
4/6/2015 20:22:02,Gauteng,180
4/6/2015 20:22:02,Gauteng,118
4/6/2015 20:22:04,Gauteng,125
4/6/2015 20:22:05,Western Cape,170
4/6/2015 20:22:06,Western Cape,200
4/6/2015 20:22:07,Northern Cape,120
4/6/2015 20:22:07,Gauteng,150
4/6/2015 20:22:08,Western Cape,250
4/6/2015 20:22:09,Gauteng,145
4/6/2015 20:22:14,Gauteng,135
4/6/2015 20:22:15,Free State,100
4/6/2015 20:22:20,KwaZulu-Natal,200
4/6/2015 20:22:21,Free State,1400
4/6/2015 20:22:24,Western Cape,250
4/6/2015 20:22:24,Gauteng,150
4/6/2015 20:22:25,Gauteng,150
4/6/2015 20:22:25,Gauteng,100
4/6/2015 20:22:31,Western Cape,200
4/6/2015 20:22:34,KwaZulu-Natal,120
4/6/2015 20:22:35,Western Cape,200
4/6/2015 20:22:36,Gauteng,170
4/6/2015 20:22:36,Western Cape,170
4/6/2015 20:22:39,Gauteng,220
4/6/2015 20:22:40,KwaZulu-Natal,1600
4/6/2015 20:22:40,Gauteng,100
4/6/2015 20:22:42,KwaZulu-Natal,150
4/6/2015 20:22:45,Gauteng,150
4/6/2015 20:22:46,North West,150
4/6/2015 20:22:50,Gauteng,220
4/6/2015 20:22:50,Gauteng,275
4/6/2015 20:22:55,Gauteng,225
4/6/2015 20:22:55,Western Cape,150
4/6/2015 20:22:56,Gauteng,180
4/6/2015 20:22:57,Gauteng,185
4/6/2015 20:23:04,Western Cape,150
4/6/2015 20:23:06,KwaZulu-Natal,130
4/6/2015 20:23:07,Gauteng,125
4/6/2015 20:23:10,Western Cape,144
4/6/2015 20:23:10,Western Cape,360
4/6/2015 20:23:12,Western Cape,200
4/6/2015 20:23:16,Gauteng,2800
4/6/2015 20:23:17,Eastern Cape,133
4/6/2015 20:23:18,Western Cape,170
4/6/2015 20:23:19,Gauteng,3950
4/6/2015 20:23:20,Gauteng,1890
4/6/2015 20:23:22,Western Cape,130
4/6/2015 20:23:31,Gauteng,164
4/6/2015 20:23:35,Western Cape,225
4/6/2015 20:23:36,Free State,2000
4/6/2015 20:23:37,Gauteng,100
4/6/2015 20:23:38,Gauteng,180
4/6/2015 20:23:38,Gauteng,153
4/6/2015 20:23:39,Gauteng,150
4/6/2015 20:23:39,Gauteng,130
4/6/2015 20:23:40,Gauteng,270
4/6/2015 20:23:40,Western Cape,100
4/6/2015 20:23:40,Gauteng,200
4/6/2015 20:23:42,Gauteng,180
4/6/2015 20:23:43,Gauteng,185
4/6/2015 20:23:43,Gauteng,150
4/6/2015 20:23:46,Gauteng,72
4/6/2015 20:23:49,Western Cape,200
4/6/2015 20:23:53,Gauteng,100
4/6/2015 20:23:55,Gauteng,200
4/6/2015 20:23:57,Gauteng,200
4/6/2015 20:23:57,Eastern Cape,120
4/6/2015 20:24:01,Gauteng,100
4/6/2015 20:24:02,KwaZulu-Natal,50
4/6/2015 20:24:02,Gauteng,100
4/6/2015 20:24:04,Gauteng,130
4/6/2015 20:24:06,Western Cape,240
4/6/2015 20:24:06,Western Cape,175
4/6/2015 20:24:06,KwaZulu-Natal,250
4/6/2015 20:24:08,Gauteng,2100
4/6/2015 20:24:10,KwaZulu-Natal,140
4/6/2015 20:24:10,Western Cape,200
4/6/2015 20:24:11,Western Cape,220
4/6/2015 20:24:12,Western Cape,250
4/6/2015 20:24:12,KwaZulu-Natal,70
4/6/2015 20:24:14,Gauteng,131
4/6/2015 20:24:14,Gauteng,150
4/6/2015 20:24:16,Western Cape,150
4/6/2015 20:24:17,Western Cape,230
4/6/2015 20:24:18,Western Cape,150
4/6/2015 20:24:18,North West,20
4/6/2015 20:24:18,Gauteng,80
4/6/2015 20:24:19,Western Cape,215
4/6/2015 20:24:23,Gauteng,0
4/6/2015 20:24:28,Gauteng,12
4/6/2015 20:24:30,KwaZulu-Natal,2500
4/6/2015 20:24:30,Eastern Cape,180
4/6/2015 20:24:36,Mpumalanga,88.78
4/6/2015 20:24:36,Western Cape,100
4/6/2015 20:24:38,Western Cape,200
4/6/2015 20:24:38,KwaZulu-Natal,84
4/6/2015 20:24:38,Gauteng,200
4/6/2015 20:24:38,Western Cape,200
4/6/2015 20:24:39,Free State,120
4/6/2015 20:24:39,Gauteng,180
4/6/2015 20:24:40,Gauteng,180
4/6/2015 20:24:41,North West,100
4/6/2015 20:24:42,Gauteng,192
4/6/2015 20:24:43,Mpumalanga,160
4/6/2015 20:24:43,Gauteng,150
4/6/2015 20:24:44,Gauteng,175
4/6/2015 20:24:45,Gauteng,60
4/6/2015 20:24:46,Western Cape,64
4/6/2015 20:24:47,Gauteng,100
4/6/2015 20:24:48,Gauteng,150
4/6/2015 20:24:51,Western Cape,170
4/6/2015 20:24:52,Gauteng,105
4/6/2015 20:24:52,Western Cape,170
4/6/2015 20:24:53,Gauteng,175
4/6/2015 20:24:53,Gauteng,140
4/6/2015 20:24:53,Western Cape,250
4/6/2015 20:24:56,Northern Cape,120
4/6/2015 20:24:59,Western Cape,170
4/6/2015 20:25:00,Western Cape,150
4/6/2015 20:25:02,KwaZulu-Natal,205
4/6/2015 20:25:03,North West,150
4/6/2015 20:25:06,Western Cape,200
4/6/2015 20:25:07,Gauteng,200
4/6/2015 20:25:08,Gauteng,150
4/6/2015 20:25:10,Western Cape,125
4/6/2015 20:25:11,Gauteng,200
4/6/2015 20:25:12,Gauteng,150
4/6/2015 20:25:26,Gauteng,175
4/6/2015 20:25:29,Western Cape,200
4/6/2015 20:25:34,Gauteng,150
4/6/2015 20:25:40,Gauteng,150
4/6/2015 20:25:42,Gauteng,170
4/6/2015 20:25:45,Western Cape,160
4/6/2015 20:25:46,Gauteng,130
4/6/2015 20:25:47,Western Cape,240
4/6/2015 20:25:48,Gauteng,150
4/6/2015 20:25:48,Gauteng,50
4/6/2015 20:25:52,Gauteng,2200
4/6/2015 20:25:55,Eastern Cape,120
4/6/2015 20:25:56,Gauteng,100
4/6/2015 20:25:57,Eastern Cape,140
4/6/2015 20:25:58,Gauteng,142
4/6/2015 20:26:06,KwaZulu-Natal,200
4/6/2015 20:26:08,Western Cape,200
4/6/2015 20:26:08,Gauteng,150
4/6/2015 20:26:08,North West,120
4/6/2015 20:26:12,Eastern Cape,3000
4/6/2015 20:26:13,Free State,130
4/6/2015 20:26:14,Mpumalanga,159
4/6/2015 20:26:19,Mpumalanga,88
4/6/2015 20:26:19,Gauteng,125
4/6/2015 20:26:21,Gauteng,146
4/6/2015 20:26:22,Gauteng,280
4/6/2015 20:26:22,KwaZulu-Natal,80
4/6/2015 20:26:22,Western Cape,250
4/6/2015 20:26:22,KwaZulu-Natal,120
4/6/2015 20:26:24,Gauteng,195
4/6/2015 20:26:27,Western Cape,160
4/6/2015 20:26:27,Gauteng,180
4/6/2015 20:26:28,Gauteng,1800
4/6/2015 20:26:28,Gauteng,100
4/6/2015 20:26:28,Gauteng,175
4/6/2015 20:26:28,Gauteng,150
4/6/2015 20:26:31,Gauteng,130
4/6/2015 20:26:32,Western Cape,200
4/6/2015 20:26:33,KwaZulu-Natal,260
4/6/2015 20:26:34,Western Cape,200
4/6/2015 20:26:34,Western Cape,106
4/6/2015 20:26:34,Gauteng,110
4/6/2015 20:26:35,Western Cape,230
4/6/2015 20:26:35,Gauteng,180
4/6/2015 20:26:35,KwaZulu-Natal,150
4/6/2015 20:26:35,Gauteng,207
4/6/2015 20:26:37,Western Cape,100
4/6/2015 20:26:39,KwaZulu-Natal,165
4/6/2015 20:26:40,Eastern Cape,3000
4/6/2015 20:26:42,Gauteng,190
4/6/2015 20:26:42,Gauteng,120
4/6/2015 20:26:42,Western Cape,200
4/6/2015 20:26:44,Gauteng,160
4/6/2015 20:26:45,Gauteng,230
4/6/2015 20:26:50,Western Cape,250
4/6/2015 20:26:51,KwaZulu-Natal,160
4/6/2015 20:26:53,Gauteng,200
4/6/2015 20:26:55,Gauteng,150
4/6/2015 20:26:55,Gauteng,162
4/6/2015 20:26:57,Gauteng,125
4/6/2015 20:26:58,Gauteng,195
4/6/2015 20:26:58,Western Cape,110
4/6/2015 20:27:00,Gauteng,160
4/6/2015 20:27:01,Eastern Cape,123
4/6/2015 20:27:02,Gauteng,185
4/6/2015 20:27:02,Western Cape,250
4/6/2015 20:27:03,North West,200
4/6/2015 20:27:03,Gauteng,200
4/6/2015 20:27:04,Gauteng,181
4/6/2015 20:27:05,Gauteng,2800
4/6/2015 20:27:06,Western Cape,140
4/6/2015 20:27:07,Mpumalanga,150
4/6/2015 20:27:07,Limpopo,140
4/6/2015 20:27:09,Western Cape,200
4/6/2015 20:27:10,Gauteng,220
4/6/2015 20:27:10,Gauteng,140
4/6/2015 20:27:11,Western Cape,150
4/6/2015 20:27:11,Western Cape,290
4/6/2015 20:27:11,Gauteng,170
4/6/2015 20:27:13,Western Cape,225
4/6/2015 20:27:13,Eastern Cape,100
4/6/2015 20:27:14,Mpumalanga,110
4/6/2015 20:27:14,KwaZulu-Natal,62.5
4/6/2015 20:27:16,Gauteng,150
4/6/2015 20:27:17,Gauteng,150
4/6/2015 20:27:19,Gauteng,200
4/6/2015 20:27:23,Gauteng,100
4/6/2015 20:27:26,Western Cape,150
4/6/2015 20:27:26,Gauteng,150
4/6/2015 20:27:26,Gauteng,250
4/6/2015 20:27:30,Western Cape,200
4/6/2015 20:27:30,Gauteng,250
4/6/2015 20:27:31,Free State,150
4/6/2015 20:27:31,Gauteng,140
4/6/2015 20:27:33,Eastern Cape,100
4/6/2015 20:27:33,Western Cape,140
4/6/2015 20:27:34,Mpumalanga,125
4/6/2015 20:27:34,Gauteng,77
4/6/2015 20:27:34,Western Cape,150
4/6/2015 20:27:35,Gauteng,100
4/6/2015 20:27:37,Gauteng,181
4/6/2015 20:27:42,Gauteng,460
4/6/2015 20:27:46,Gauteng,3000
4/6/2015 20:27:46,KwaZulu-Natal,60
4/6/2015 20:27:48,Mpumalanga,50
4/6/2015 20:27:49,Gauteng,70
4/6/2015 20:27:52,Gauteng,150
4/6/2015 20:27:55,Western Cape,130
4/6/2015 20:27:55,Western Cape,50
4/6/2015 20:28:01,North West,120
4/6/2015 20:28:02,KwaZulu-Natal,175
4/6/2015 20:28:03,KwaZulu-Natal,140
4/6/2015 20:28:05,Western Cape,300
4/6/2015 20:28:06,Western Cape,250
4/6/2015 20:28:07,KwaZulu-Natal,130
4/6/2015 20:28:07,KwaZulu-Natal,300
4/6/2015 20:28:07,Gauteng,150
4/6/2015 20:28:09,Western Cape,180
4/6/2015 20:28:12,Gauteng,150
4/6/2015 20:28:13,Gauteng,150
4/6/2015 20:28:13,Western Cape,350
4/6/2015 20:28:14,Limpopo,150
4/6/2015 20:28:15,Eastern Cape,170
4/6/2015 20:28:19,Gauteng,2000
4/6/2015 20:28:21,Gauteng,80
4/6/2015 20:28:21,Gauteng,220
4/6/2015 20:28:24,Eastern Cape,200
4/6/2015 20:28:26,Limpopo,100
4/6/2015 20:28:27,Free State,10
4/6/2015 20:28:27,Free State,2400
4/6/2015 20:28:28,Gauteng,150
4/6/2015 20:28:29,Gauteng,180
4/6/2015 20:28:35,Gauteng,140
4/6/2015 20:28:37,Gauteng,150
4/6/2015 20:28:40,Western Cape,200
4/6/2015 20:28:46,Free State,50
4/6/2015 20:28:48,Western Cape,200
4/6/2015 20:28:50,Western Cape,150
4/6/2015 20:28:50,Gauteng,300
4/6/2015 20:28:49,Western Cape,150
4/6/2015 20:28:51,Gauteng,100
4/6/2015 20:28:54,Gauteng,185
4/6/2015 20:28:54,Eastern Cape,120
4/6/2015 20:28:54,Gauteng,180
4/6/2015 20:28:56,Western Cape,173
4/6/2015 20:28:57,Limpopo,68
4/6/2015 20:28:57,Gauteng,100
4/6/2015 20:28:58,Gauteng,130
4/6/2015 20:29:02,Gauteng,177
4/6/2015 20:29:04,Western Cape,140
4/6/2015 20:29:05,Western Cape,150
4/6/2015 20:29:06,Western Cape,200
4/6/2015 20:29:10,Eastern Cape,150
4/6/2015 20:29:12,Western Cape,200
4/6/2015 20:29:12,Mpumalanga,110
4/6/2015 20:29:13,Gauteng,200
4/6/2015 20:29:20,Gauteng,110
4/6/2015 20:29:25,Western Cape,150
4/6/2015 20:29:26,Western Cape,170
4/6/2015 20:29:31,Western Cape,250
4/6/2015 20:29:31,Gauteng,220
4/6/2015 20:29:33,Free State,130
4/6/2015 20:29:33,Gauteng,250
4/6/2015 20:29:36,Gauteng,150
4/6/2015 20:29:39,Gauteng,100
4/6/2015 20:29:39,KwaZulu-Natal,200
4/6/2015 20:29:40,Gauteng,170
4/6/2015 20:29:41,Western Cape,270
4/6/2015 20:29:41,Gauteng,230
4/6/2015 20:29:44,KwaZulu-Natal,200
4/6/2015 20:29:45,Western Cape,150
4/6/2015 20:29:45,Gauteng,320
4/6/2015 20:29:46,Gauteng,100
4/6/2015 20:29:46,Gauteng,145
4/6/2015 20:29:47,Northern Cape,75
4/6/2015 20:29:48,Gauteng,100
4/6/2015 20:29:48,Gauteng,200
4/6/2015 20:29:53,Limpopo,50
4/6/2015 20:29:55,Gauteng,150
4/6/2015 20:29:57,Western Cape,220
4/6/2015 20:29:58,Gauteng,130
4/6/2015 20:30:05,Western Cape,175
4/6/2015 20:30:06,Western Cape,150
4/6/2015 20:30:07,Western Cape,185
4/6/2015 20:30:07,Eastern Cape,180
4/6/2015 20:30:08,KwaZulu-Natal,180
4/6/2015 20:30:08,Gauteng,150
4/6/2015 20:30:12,Gauteng,160
4/6/2015 20:30:13,KwaZulu-Natal,130
4/6/2015 20:30:15,Gauteng,300
4/6/2015 20:30:17,Free State,89
4/6/2015 20:30:19,Western Cape,150
4/6/2015 20:30:20,Gauteng,1500
4/6/2015 20:30:20,Western Cape,230
4/6/2015 20:30:21,Gauteng,1000
4/6/2015 20:30:21,KwaZulu-Natal,2000
4/6/2015 20:30:23,Gauteng,200
4/6/2015 20:30:23,KwaZulu-Natal,12
4/6/2015 20:30:25,Gauteng,120
4/6/2015 20:30:25,Gauteng,150
4/6/2015 20:30:25,Gauteng,135.51
4/6/2015 20:30:26,Eastern Cape,150
4/6/2015 20:30:27,Gauteng,150
4/6/2015 20:30:27,Western Cape,150
4/6/2015 20:30:27,Gauteng,320
4/6/2015 20:30:28,KwaZulu-Natal,214
4/6/2015 20:30:32,Western Cape,160
4/6/2015 20:30:33,Western Cape,150
4/6/2015 20:30:36,Free State,90
4/6/2015 20:30:37,Gauteng,1
4/6/2015 20:30:41,Western Cape,200
4/6/2015 20:30:43,Gauteng,170
4/6/2015 20:30:44,Gauteng,1000
4/6/2015 20:30:45,Gauteng,87
4/6/2015 20:30:45,Gauteng,150
4/6/2015 20:30:46,Gauteng,200
4/6/2015 20:30:47,Gauteng,150
4/6/2015 20:30:49,Western Cape,250
4/6/2015 20:30:49,Gauteng,140
4/6/2015 20:30:56,Gauteng,200
4/6/2015 20:31:00,Western Cape,200
4/6/2015 20:30:57,Western Cape,250
4/6/2015 20:31:03,Gauteng,180
4/6/2015 20:31:04,Gauteng,225
4/6/2015 20:31:06,Mpumalanga,110
4/6/2015 20:31:07,Gauteng,150
4/6/2015 20:31:08,Western Cape,120
4/6/2015 20:31:08,Gauteng,250
4/6/2015 20:31:16,Gauteng,150
4/6/2015 20:31:16,Gauteng,165
4/6/2015 20:31:20,Western Cape,190
4/6/2015 20:31:22,Gauteng,150
4/6/2015 20:31:22,KwaZulu-Natal,100
4/6/2015 20:31:23,Western Cape,150
4/6/2015 20:31:23,Gauteng,170
4/6/2015 20:31:24,Gauteng,250
4/6/2015 20:31:25,Gauteng,210
4/6/2015 20:31:25,Gauteng,250
4/6/2015 20:31:26,Eastern Cape,1200
4/6/2015 20:31:27,Western Cape,180
4/6/2015 20:31:29,KwaZulu-Natal,170
4/6/2015 20:31:32,Limpopo,90
4/6/2015 20:31:33,Western Cape,125
4/6/2015 20:31:33,Western Cape,220
4/6/2015 20:31:35,Gauteng,500
4/6/2015 20:31:37,Gauteng,300
4/6/2015 20:31:42,Western Cape,175
4/6/2015 20:31:43,Gauteng,200
4/6/2015 20:31:44,Gauteng,150
4/6/2015 20:31:45,Gauteng,175
4/6/2015 20:31:47,Gauteng,365
4/6/2015 20:31:50,Gauteng,150
4/6/2015 20:31:51,Gauteng,250
4/6/2015 20:31:51,Gauteng,100
4/6/2015 20:31:52,Western Cape,150
4/6/2015 20:31:53,Gauteng,172
4/6/2015 20:31:54,Western Cape,160
4/6/2015 20:31:55,Gauteng,120
4/6/2015 20:31:57,Gauteng,200
4/6/2015 20:32:03,Gauteng,215
4/6/2015 20:32:04,Mpumalanga,175
4/6/2015 20:32:05,Gauteng,250
4/6/2015 20:32:08,Western Cape,187
4/6/2015 20:32:09,Gauteng,62.5
4/6/2015 20:32:10,Western Cape,100
4/6/2015 20:32:10,Western Cape,165
4/6/2015 20:32:12,Gauteng,150
4/6/2015 20:32:12,Gauteng,100
4/6/2015 20:32:13,Gauteng,100
4/6/2015 20:32:14,Western Cape,150
4/6/2015 20:32:15,Gauteng,100
4/6/2015 20:32:18,Gauteng,210
4/6/2015 20:32:19,Gauteng,220
4/6/2015 20:32:22,Gauteng,180
4/6/2015 20:32:22,Gauteng,150
4/6/2015 20:32:23,Gauteng,170
4/6/2015 20:32:33,KwaZulu-Natal,175
4/6/2015 20:32:35,Western Cape,200
4/6/2015 20:32:35,Gauteng,200
4/6/2015 20:32:37,KwaZulu-Natal,180
4/6/2015 20:32:38,Western Cape,180
4/6/2015 20:32:38,Gauteng,100
4/6/2015 20:32:38,Mpumalanga,140
4/6/2015 20:32:39,KwaZulu-Natal,105
4/6/2015 20:32:39,KwaZulu-Natal,110
4/6/2015 20:32:41,Eastern Cape,143
4/6/2015 20:32:43,Western Cape,220
4/6/2015 20:32:45,Gauteng,140
4/6/2015 20:32:47,Gauteng,210
4/6/2015 20:32:48,North West,100
4/6/2015 20:32:49,Limpopo,100
4/6/2015 20:32:50,Western Cape,200
4/6/2015 20:32:51,Gauteng,150
4/6/2015 20:32:55,Eastern Cape,150
4/6/2015 20:32:55,Western Cape,4500
4/6/2015 20:32:56,Gauteng,160
4/6/2015 20:32:56,KwaZulu-Natal,135
4/6/2015 20:32:57,Gauteng,150
4/6/2015 20:33:02,Western Cape,280
4/6/2015 20:33:03,Gauteng,170
4/6/2015 20:33:03,Gauteng,200
4/6/2015 20:33:05,Free State,150
4/6/2015 20:33:05,Western Cape,150
4/6/2015 20:33:05,KwaZulu-Natal,150
4/6/2015 20:33:10,Gauteng,180
4/6/2015 20:33:10,KwaZulu-Natal,60
4/6/2015 20:33:10,Gauteng,170
4/6/2015 20:33:13,Eastern Cape,150
4/6/2015 20:33:13,Eastern Cape,140
4/6/2015 20:33:15,Eastern Cape,170
4/6/2015 20:33:15,KwaZulu-Natal,250
4/6/2015 20:33:16,KwaZulu-Natal,150
4/6/2015 20:33:17,Gauteng,150
4/6/2015 20:33:18,Gauteng,180
4/6/2015 20:33:18,Gauteng,260
4/6/2015 20:33:20,Western Cape,200
4/6/2015 20:33:21,Gauteng,100
4/6/2015 20:33:21,Gauteng,100
4/6/2015 20:33:29,KwaZulu-Natal,175
4/6/2015 20:33:30,Gauteng,370
4/6/2015 20:33:31,Western Cape,320
4/6/2015 20:33:31,Gauteng,200
4/6/2015 20:33:31,Free State,145
4/6/2015 20:33:32,North West,400
4/6/2015 20:33:33,KwaZulu-Natal,200
4/6/2015 20:33:33,Gauteng,185
4/6/2015 20:33:33,Western Cape,200
4/6/2015 20:33:41,Gauteng,150
4/6/2015 20:33:48,Gauteng,1
4/6/2015 20:33:50,Western Cape,200
4/6/2015 20:33:53,Gauteng,4000
4/6/2015 20:33:53,Gauteng,150
4/6/2015 20:33:55,Western Cape,180
4/6/2015 20:33:56,Gauteng,165
4/6/2015 20:33:57,Gauteng,150
4/6/2015 20:33:59,Gauteng,180
4/6/2015 20:34:00,Gauteng,185
4/6/2015 20:34:01,Gauteng,80
4/6/2015 20:34:01,Gauteng,162
4/6/2015 20:34:04,Gauteng,100
4/6/2015 20:34:05,Eastern Cape,150
4/6/2015 20:34:08,Gauteng,150
4/6/2015 20:34:10,Gauteng,200
4/6/2015 20:34:12,Northern Cape,120
4/6/2015 20:34:14,Gauteng,110
4/6/2015 20:34:15,Gauteng,150
4/6/2015 20:34:20,Western Cape,83
4/6/2015 20:34:24,Gauteng,200
4/6/2015 20:34:22,Western Cape,195
4/6/2015 20:34:24,Western Cape,170
4/6/2015 20:34:31,Western Cape,180
4/6/2015 20:34:32,Gauteng,110
4/6/2015 20:34:33,Gauteng,200
4/6/2015 20:34:33,Gauteng,200
4/6/2015 20:34:35,Gauteng,220
4/6/2015 20:34:36,Gauteng,75
4/6/2015 20:34:36,Gauteng,200
4/6/2015 20:34:38,Western Cape,150
4/6/2015 20:34:39,Gauteng,180
4/6/2015 20:34:39,Gauteng,100
4/6/2015 20:34:45,Western Cape,200
4/6/2015 20:34:47,Western Cape,200
4/6/2015 20:34:48,Western Cape,200
4/6/2015 20:34:48,Gauteng,2600
4/6/2015 20:34:48,Gauteng,160
4/6/2015 20:34:53,Western Cape,160
4/6/2015 20:34:54,Gauteng,200
4/6/2015 20:34:56,Western Cape,150
4/6/2015 20:35:03,KwaZulu-Natal,100
4/6/2015 20:35:07,Western Cape,150
4/6/2015 20:35:07,Western Cape,190
4/6/2015 20:35:07,Western Cape,200
4/6/2015 20:35:14,Gauteng,180
4/6/2015 20:35:14,Gauteng,200
4/6/2015 20:35:14,Mpumalanga,150
4/6/2015 20:35:15,Gauteng,145
4/6/2015 20:35:15,KwaZulu-Natal,140
4/6/2015 20:35:17,KwaZulu-Natal,100
4/6/2015 20:35:20,KwaZulu-Natal,85
4/6/2015 20:35:21,Western Cape,250
4/6/2015 20:35:22,Western Cape,200
4/6/2015 20:35:22,Gauteng,242
4/6/2015 20:35:22,Gauteng,100
4/6/2015 20:35:24,KwaZulu-Natal,105
4/6/2015 20:35:26,Gauteng,14.4
4/6/2015 20:35:29,Gauteng,180
4/6/2015 20:35:30,Gauteng,50
4/6/2015 20:35:31,KwaZulu-Natal,85
4/6/2015 20:35:31,Eastern Cape,110
4/6/2015 20:35:31,KwaZulu-Natal,95
4/6/2015 20:35:31,Gauteng,150
4/6/2015 20:35:32,Gauteng,150
4/6/2015 20:35:32,Gauteng,350
4/6/2015 20:35:33,Gauteng,400
4/6/2015 20:35:33,Gauteng,187
4/6/2015 20:35:34,Gauteng,100
4/6/2015 20:35:36,Gauteng,200
4/6/2015 20:35:37,Mpumalanga,120
4/6/2015 20:35:37,Eastern Cape,120
4/6/2015 20:35:38,Western Cape,180
4/6/2015 20:35:39,Western Cape,200
4/6/2015 20:35:40,KwaZulu-Natal,90
4/6/2015 20:35:41,Western Cape,100
4/6/2015 20:35:43,Gauteng,200
4/6/2015 20:35:43,Eastern Cape,140
4/6/2015 20:35:44,Eastern Cape,70
4/6/2015 20:35:44,Free State,100
4/6/2015 20:35:44,Gauteng,150
4/6/2015 20:35:45,KwaZulu-Natal,100
4/6/2015 20:35:52,Gauteng,240
4/6/2015 20:35:52,Gauteng,125
4/6/2015 20:35:53,Gauteng,250
4/6/2015 20:35:56,Gauteng,200
4/6/2015 20:35:57,Western Cape,200
4/6/2015 20:35:58,Eastern Cape,130
4/6/2015 20:35:59,Gauteng,350
4/6/2015 20:36:00,Western Cape,250
4/6/2015 20:36:01,Gauteng,50
4/6/2015 20:36:02,Gauteng,150
4/6/2015 20:36:03,Gauteng,175
4/6/2015 20:36:04,Gauteng,170
4/6/2015 20:36:07,Gauteng,120
4/6/2015 20:36:09,Gauteng,166
4/6/2015 20:36:10,Western Cape,160
4/6/2015 20:36:12,Gauteng,150
4/6/2015 20:36:15,Gauteng,150
4/6/2015 20:36:15,Western Cape,200
4/6/2015 20:36:16,Gauteng,150
4/6/2015 20:36:17,Gauteng,170
4/6/2015 20:36:23,Gauteng,200
4/6/2015 20:36:24,Western Cape,135
4/6/2015 20:36:25,KwaZulu-Natal,130
4/6/2015 20:36:26,North West,100
4/6/2015 20:36:29,Western Cape,283
4/6/2015 20:36:30,Western Cape,150
4/6/2015 20:36:32,Gauteng,200
4/6/2015 20:36:36,Western Cape,220
4/6/2015 20:36:38,Gauteng,210
4/6/2015 20:36:38,Gauteng,150
4/6/2015 20:36:40,Limpopo,120
4/6/2015 20:36:40,North West,135
4/6/2015 20:36:42,Western Cape,250
4/6/2015 20:36:42,Gauteng,3500
4/6/2015 20:36:43,Gauteng,150
4/6/2015 20:36:44,Gauteng,100
4/6/2015 20:36:48,Free State,1750
4/6/2015 20:36:48,Western Cape,180
4/6/2015 20:36:51,Gauteng,6000
4/6/2015 20:36:51,Western Cape,185
4/6/2015 20:36:51,Gauteng,4200
4/6/2015 20:36:53,Western Cape,200
4/6/2015 20:36:54,Gauteng,200
4/6/2015 20:36:54,Gauteng,180
4/6/2015 20:36:54,Western Cape,350
4/6/2015 20:36:55,Northern Cape,100
4/6/2015 20:36:59,KwaZulu-Natal,120
4/6/2015 20:37:03,Western Cape,270
4/6/2015 20:37:03,Western Cape,150
4/6/2015 20:37:06,Gauteng,200
4/6/2015 20:37:06,Gauteng,245
4/6/2015 20:37:07,Gauteng,200
4/6/2015 20:37:10,Gauteng,200
4/6/2015 20:37:14,Gauteng,3000
4/6/2015 20:37:16,Gauteng,150
4/6/2015 20:37:17,Gauteng,150
4/6/2015 20:37:18,Gauteng,330
4/6/2015 20:37:19,KwaZulu-Natal,140
